Territorial emissions in MtCO₂,Sources,Afghanistan,Albania,Algeria,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,"Bonaire, Saint Eustatius and Saba",Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Czech Republic,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macao,Macedonia (Republic of),Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mexico,Micronesia (Federated States of),Moldova,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,North Korea,Norway,Occupied Palestinian Territory,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Republic of South Sudan,Réunion,Romania,Russian Federation,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Korea,Spain,Sri Lanka,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States of America,Uruguay,Uzbekistan,Vanuatu,Venezuela,Vietnam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
2017,globalcarbonatlas.org,13.0147,6.3792,150.5514,0.52018,35.3899,0.15205,0.5653,204.3234,5.6564,0.92787,413.0927,69.9418,38.2097,2.5644,34.4557,88.0575,1.3227,61.3718,100.116,0.56083,7.5021,0.61208,1.1664,20.8852,0.34308,26.6469,7.875,476.0668,0.19103,10.2269,49.0712,3.335,0.52914,7.9383,7.6872,572.7826,0.59998,,0.31073,0.72871,84.6032,9838.754,81.2268,0.18948,3.4097,0.082045,8.695,11.7244,17.1816,36.5042,6.2533,7.5147,107.8958,4.8137,34.5501,0.81701,0.14425,21.2688,38.7973,218.6644,6.992,6.7149,0.79305,19.8093,13.3962,0.67294,,1.3444,45.956,356.3007,,0.94568,5.5264,0.62219,10.9517,799.3732,16.7648,,76.0004,0.56973,0.27623,,20.878,2.9047,0.33133,2.0766,2.9979,10.6691,43.0326,50.3447,3.48,2466.7654,486.8438,672.3123,194.4546,39.7384,66.5534,355.4542,7.7726,1205.0612,21.3567,292.5885,15.8182,0.073409,104.3935,10.4331,1.958,7.1668,19.5468,2.8238,1.0778,53.3874,0.16125,13.3939,9.2947,1.5122,7.2515,3.1821,1.3675,254.5759,1.5718,1.7238,1.4445,0.12091,,2.8387,4.2792,490.2946,0.17705,5.0936,30.3907,2.6278,0.050682,62.7253,10.2744,25.3332,4.0653,0.056136,9.0282,164.0459,5.5645,36.0139,5.4229,2.4851,107.3009,0.012955,58.0196,44.7899,2.318,65.1864,198.81,0.30659,10.059,7.3875,5.8503,64.7815,127.608,326.6045,54.8636,129.8033,1.8407,,79.9955,1692.7948,1.0247,0.011696,0.24561,0.43274,0.081871,0.22222,0.23318,0.11747,635.0111,9.3185,45.0928,0.60905,1.3925,64.7651,35.3862,14.6096,0.2375,0.7489,456.3252,616.0967,281.422,23.1384,18.2059,2.0537,1.3438,41.5015,40.074,27.9145,271.525,5.7114,14.2305,330.8396,0.55273,2.9911,0.1425,40.6972,28.1341,447.8972,72.7025,0.21832,0.012955,5.7828,212.1163,231.7735,384.7068,5269.5295,6.8403,98.9989,0.18136,159.5676,198.8265,0.025909,,18.9658,4.7461,10.3977
